CustomerKey,AltCustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
39175,29175,Sean,Rivera,8/6/1958 0:00,M,M,sean24@adventure-works.com,80000,5,Graduate Degree,Professional,1,0,6080 Candelero Pl.,1/31/2002 0:00,0-1 Miles
39176,29176,Luke,Evans,2/8/1958 0:00,M,M,luke32@adventure-works.com,80000,5,Graduate Degree,Management,1,0,1565 Esperanea Dr.,10/20/2003 0:00,0-1 Miles
39177,29177,Frank,Martin,11/6/1929 0:00,M,M,frank30@adventure-works.com,70000,3,Graduate Degree,Management,1,1,3448 Concord,10/30/2003 0:00,2-5 Miles
39178,29178,Candice,She,9/1/1969 0:00,M,F,candice7@adventure-works.com,80000,4,Graduate Degree,Management,1,0,7077 Blue Jay Drive,10/26/2003 0:00,0-1 Miles
39179,29179,Patricia,Mehta,6/10/1969 0:00,M,F,patricia17@adventure-works.com,90000,1,Graduate Degree,Management,1,0,2524 Garden Ave.,10/1/2003 0:00,0-1 Miles
39180,29180,Erik,Gomez,4/5/1969 0:00,M,M,erik2@adventure-works.com,100000,1,Graduate Degree,Management,1,0,5905 Hawthorne Dr.,10/30/2003 0:00,0-1 Miles
39181,29181,Melinda,Suarez,5/13/1968 0:00,S,F,melinda14@adventure-works.com,60000,2,Bachelors,Professional,0,1,3823 Birch Bark Dr,3/26/2004 0:00,0-1 Miles
39182,29182,Wesley,Xu,12/26/1968 0:00,M,M,wesley12@adventure-works.com,60000,2,Bachelors,Professional,1,1,8604 Dolores Way,3/2/2004 0:00,2-5 Miles
39183,29183,Gabrielle,Simmons,11/24/1970 0:00,M,F,gabrielle37@adventure-works.com,80000,4,Graduate Degree,Management,1,1,3664 Colt Ct.,10/15/2003 0:00,0-1 Miles
39184,29184,Kristi,Madan,4/12/1970 0:00,M,F,kristi24@adventure-works.com,80000,4,Graduate Degree,Management,1,1,6492 Palms Dr.,10/24/2003 0:00,0-1 Miles
39185,29185,Warren,Li,9/21/1968 0:00,M,M,warren20@adventure-works.com,60000,2,Bachelors,Professional,1,1,7632 Willbrook Court,3/19/2004 0:00,2-5 Miles
39186,29186,Mathew,Serrano,6/19/1968 0:00,S,M,mathew12@adventure-works.com,60000,2,Bachelors,Professional,0,1,926 Morning Way,3/20/2004 0:00,0-1 Miles
39187,29187,Jerome,Ramos,4/12/1968 0:00,M,M,jerome16@adventure-works.com,60000,2,Bachelors,Professional,1,1,5510 Chickpea Ct.,4/25/2004 0:00,2-5 Miles
39188,29188,Colin,Kumar,9/19/1968 0:00,S,M,colin31@adventure-works.com,70000,5,Bachelors,Professional,1,3,7085 Valley Run,1/5/2004 0:00,10+ Miles
39189,29189,Roy,Dominguez,6/23/1967 0:00,S,M,roy32@adventure-works.com,70000,5,Bachelors,Professional,0,3,9130 San Ramon Road,2/18/2004 0:00,10+ Miles
39190,29190,Kaitlin,Suri,8/11/1969 0:00,S,F,kaitlin0@adventure-works.com,120000,1,Graduate Degree,Management,0,2,9955 Terra Grand,10/19/2003 0:00,0-1 Miles
39191,29191,Chelsea,Weber,11/19/1969 0:00,S,F,chelsea4@adventure-works.com,130000,1,Graduate Degree,Management,0,1,7938 Blue Ridge,10/18/2003 0:00,0-1 Miles
39192,29192,Jessica,Ramirez,10/27/1967 0:00,M,F,jessica19@adventure-works.com,70000,5,Bachelors,Professional,1,4,6312 San Ramon Road,10/25/2003 0:00,10+ Miles
39193,29193,Alejandro,Liang,9/6/1966 0:00,S,M,alejandro20@adventure-works.com,80000,5,Graduate Degree,Management,1,3,2894 Encino Dr.,6/12/2004 0:00,0-1 Miles
39194,29194,Grace,Powell,10/25/1966 0:00,M,F,grace56@adventure-works.com,90000,0,Bachelors,Professional,1,0,4566 Bermad Drive,10/17/2003 0:00,2-5 Miles
39195,29195,Barbara,Xu,10/10/1966 0:00,M,F,barbara22@adventure-works.com,90000,0,Bachelors,Professional,0,0,9241 St George Dr.,10/8/2003 0:00,0-1 Miles
39196,29196,Darren,Serrano,1/21/1966 0:00,M,M,darren39@adventure-works.com,90000,2,Bachelors,Professional,1,0,6369 Ellis Street,10/11/2003 0:00,2-5 Miles
39197,29197,Morgan,Brown,7/4/1953 0:00,S,F,morgan27@adventure-works.com,60000,3,Partial High School,Skilled Manual,0,2,4647 Maywood Lane,5/15/2004 0:00,2-5 Miles
39198,29198,Faith,Ramirez,7/6/1953 0:00,M,F,faith28@adventure-works.com,60000,3,Partial High School,Skilled Manual,1,3,3558 Pebble Glen Drive,1/17/2002 0:00,10+ Miles
39199,29199,James,Wilson,10/7/1953 0:00,S,M,james72@adventure-works.com,60000,3,Partial High School,Skilled Manual,0,3,3607 Cloudview Dr.,3/9/2004 0:00,2-5 Miles
39200,29200,Jackson,Collins,2/25/1957 0:00,M,M,jackson32@adventure-works.com,60000,2,High School,Professional,1,2,8221 Argyll Ave.,1/25/2004 0:00,5-10 Miles
39201,29201,Kara,Jai,5/18/1957 0:00,S,F,kara10@adventure-works.com,70000,3,Partial College,Professional,0,0,4228 Creekside Drive,1/22/2002 0:00,0-1 Miles
39202,29202,Jerry,Kumar,11/18/1957 0:00,M,M,jerry8@adventure-works.com,70000,3,Partial College,Professional,1,0,1410 N Ranchford Court,1/14/2002 0:00,5-10 Miles
39203,29203,Laura,Hu,4/28/1957 0:00,M,F,laura26@adventure-works.com,70000,3,Partial College,Professional,1,0,8502 Diver Way,1/28/2002 0:00,5-10 Miles
39204,29204,Austin,Sharma,11/26/1957 0:00,S,M,austin27@adventure-works.com,90000,2,Partial College,Professional,0,1,3874 Claudia Court,1/8/2002 0:00,2-5 Miles
39205,29205,David,Long,11/16/1956 0:00,M,M,david42@adventure-works.com,80000,2,Partial High School,Skilled Manual,1,2,1180 Rhea Ct,5/31/2004 0:00,5-10 Miles
39206,29206,Nicholas,Anderson,8/23/1956 0:00,M,M,nicholas11@adventure-works.com,80000,2,Partial High School,Skilled Manual,1,2,77 Birchwood,10/20/2003 0:00,5-10 Miles
39207,29207,Katelyn,James,1/27/1956 0:00,M,F,katelyn6@adventure-works.com,60000,2,High School,Professional,1,2,2082 Satin Court,1/24/2002 0:00,5-10 Miles
39208,29208,Amber,Lopez,11/12/1956 0:00,M,F,amber21@adventure-works.com,60000,2,High School,Professional,0,2,2719 Clearland Circle,1/23/2002 0:00,1-2 Miles
39209,29209,Jordan,Evans,9/5/1965 0:00,M,M,jordan54@adventure-works.com,90000,4,Partial College,Professional,1,3,5023 Stephine Way,8/30/2003 0:00,2-5 Miles
39210,29210,Devin,Peterson,8/7/1965 0:00,M,M,devin72@adventure-works.com,100000,3,Bachelors,Management,1,4,7091 Glen Arms Dr.,2/25/2004 0:00,2-5 Miles
39211,29211,Stephanie,Ross,6/14/1965 0:00,M,F,stephanie31@adventure-works.com,100000,4,Bachelors,Management,1,4,9318 Hawkridge Terrace,6/7/2004 0:00,2-5 Miles
39212,29212,Jocelyn,Gonzales,12/15/1965 0:00,S,F,jocelyn16@adventure-works.com,100000,4,Bachelors,Management,1,4,2348 Fruitwood,4/13/2004 0:00,2-5 Miles
39213,29213,Jodi,Luo,10/6/1964 0:00,S,F,jodi6@adventure-works.com,80000,4,Bachelors,Management,0,0,1663 Park Glen Court,3/18/2004 0:00,0-1 Miles
39214,29214,Joseph,Martinez,6/25/1964 0:00,S,M,joseph24@adventure-works.com,80000,4,Partial College,Professional,1,1,1999 Orangewood Court,8/19/2003 0:00,2-5 Miles
39215,29215,Abigail,Barnes,3/13/1964 0:00,S,F,abigail71@adventure-works.com,90000,5,Partial College,Professional,0,3,8674 Marina Vill Pkwy.,7/12/2004 0:00,0-1 Miles
39216,29216,Antonio,Wood,5/19/1964 0:00,S,M,antonio2@adventure-works.com,90000,5,Partial College,Professional,0,4,2569 Serrana Ct.,7/30/2004 0:00,0-1 Miles
39217,29217,Alexis,Wilson,11/23/1964 0:00,M,F,alexis6@adventure-works.com,100000,5,Partial College,Professional,1,1,8096 Mt. Washington Way,10/22/2003 0:00,2-5 Miles
39218,29218,Brandon,Moore,4/1/1964 0:00,S,M,brandon47@adventure-works.com,100000,5,Partial College,Professional,1,1,1911 Almond Avenue,3/2/2004 0:00,2-5 Miles
39219,29219,Darren,Arun,6/17/1964 0:00,S,M,darren9@adventure-works.com,130000,2,Graduate Degree,Management,0,2,5137 Napa Court,7/24/2004 0:00,1-2 Miles
39220,29220,Melinda,Ramos,3/23/1964 0:00,S,F,melinda12@adventure-works.com,130000,2,Graduate Degree,Management,0,2,5867 North Ridge Drive,2/6/2004 0:00,0-1 Miles
39221,29221,Kelly,Bennett,6/9/1964 0:00,S,F,kelly5@adventure-works.com,150000,1,Bachelors,Management,0,3,666 Lafayette Street,1/20/2002 0:00,1-2 Miles
39222,29222,Evan,Perez,5/4/1964 0:00,M,M,evan28@adventure-works.com,160000,0,Bachelors,Management,1,2,8779 Knollview Court,1/12/2002 0:00,0-1 Miles
39223,29223,Angel,Phillips,1/15/1956 0:00,S,M,angel28@adventure-works.com,70000,4,Partial College,Professional,0,0,6387 Balhan Dr.,1/28/2002 0:00,0-1 Miles
39224,29224,Kaylee,Bailey,7/8/1956 0:00,M,F,kaylee12@adventure-works.com,70000,4,Partial College,Professional,1,0,6809 El Capitan Lane,9/6/2003 0:00,5-10 Miles
39225,29225,Matthew,Lee,4/9/1956 0:00,S,M,matthew26@adventure-works.com,80000,3,Partial College,Professional,0,2,7086 O St.,1/31/2002 0:00,0-1 Miles
39226,29226,Katherine,Lee,4/18/1934 0:00,S,F,katherine93@adventure-works.com,60000,2,Graduate Degree,Management,1,2,6694 Falcon Dr.,1/19/2004 0:00,5-10 Miles
39227,29227,Levi,Patel,1/5/1934 0:00,S,M,levi2@adventure-works.com,70000,4,Graduate Degree,Management,1,2,5309 Diane Ct.,5/15/2004 0:00,5-10 Miles
39228,29228,Courtney,Campbell,6/24/1934 0:00,S,F,courtney4@adventure-works.com,130000,1,Graduate Degree,Management,0,3,5518 Baldwin Dr.,8/22/2003 0:00,1-2 Miles
39229,29229,Lance,Moreno,10/25/1963 0:00,S,M,lance6@adventure-works.com,80000,4,Partial College,Professional,0,2,6682 Fountainhead Ct.,3/10/2004 0:00,0-1 Miles
39230,29230,Kaitlyn,Diaz,8/5/1963 0:00,S,F,kaitlyn89@adventure-works.com,80000,4,Partial College,Professional,0,2,4932 La Jolla,8/31/2003 0:00,0-1 Miles
39231,29231,Brittany,Simmons,7/13/1963 0:00,S,F,brittany13@adventure-works.com,80000,4,Partial College,Professional,0,2,7378 Fairfield Avenue,5/9/2004 0:00,0-1 Miles
39232,29232,Samantha,Simmons,3/11/1963 0:00,S,F,samantha38@adventure-works.com,90000,0,Partial College,Professional,1,1,2288 Morning Way,10/3/2003 0:00,10+ Miles
39233,29233,Caitlin,Sanders,8/25/1963 0:00,S,F,caitlin3@adventure-works.com,90000,0,Partial College,Professional,1,1,6820 Willow Pass Dr,4/25/2004 0:00,10+ Miles
39234,29234,Kevin,Lopez,10/8/1963 0:00,M,M,kevin58@adventure-works.com,110000,5,Bachelors,Management,1,1,4770 Blue Jay Drive,1/10/2004 0:00,5-10 Miles
39235,29235,Isaiah,Rogers,12/23/1963 0:00,S,M,isaiah19@adventure-works.com,120000,4,Partial College,Professional,0,2,1007 Cardinet Dr.,2/17/2004 0:00,1-2 Miles
39236,29236,Eric,Young,4/4/1963 0:00,S,M,eric58@adventure-works.com,120000,4,Partial College,Professional,1,3,5738 Bent Tree Lane,1/9/2002 0:00,5-10 Miles
39237,29237,Jennifer,Jenkins,8/17/1963 0:00,S,F,jennifer81@adventure-works.com,120000,4,Partial College,Professional,1,3,7942 Palms,1/30/2002 0:00,5-10 Miles
39238,29238,Xavier,Powell,6/15/1963 0:00,S,M,xavier50@adventure-works.com,150000,4,Partial College,Professional,0,3,8004 Broadmoor Ave.,1/17/2002 0:00,1-2 Miles
39239,29239,Samantha,Miller,6/14/1963 0:00,S,F,samantha7@adventure-works.com,150000,4,Partial College,Professional,0,4,7467 Canyon Road,1/22/2002 0:00,1-2 Miles
39240,29240,Madeline,Allen,7/2/1962 0:00,S,F,madeline21@adventure-works.com,80000,5,Partial College,Professional,0,3,7207 St. Andrews Way,6/22/2004 0:00,0-1 Miles
39241,29241,Sophia,Evans,8/28/1962 0:00,S,F,sophia0@adventure-works.com,90000,5,Partial College,Professional,0,4,3510 Brook Way,9/29/2003 0:00,1-2 Miles
39242,29242,Blake,Thomas,10/2/1962 0:00,M,M,blake10@adventure-works.com,100000,3,Partial College,Professional,1,4,2313 B Southampton Rd,1/26/2002 0:00,5-10 Miles
39243,29243,Jared,Torres,12/20/1962 0:00,S,M,jared7@adventure-works.com,110000,1,Bachelors,Management,1,1,6666 Tosca Way,4/27/2004 0:00,5-10 Miles
39244,29244,Eric,Ross,8/22/1962 0:00,S,M,eric12@adventure-works.com,110000,1,Bachelors,Management,1,2,1519 Birch Bark Road,7/9/2004 0:00,5-10 Miles
39245,29245,Angel,Roberts,12/16/1962 0:00,M,M,angel26@adventure-works.com,130000,1,Bachelors,Management,1,4,3189 Oakgrove,6/6/2004 0:00,0-1 Miles
39246,29246,Thomas,Williams,6/4/1962 0:00,S,M,thomas62@adventure-works.com,130000,1,Bachelors,Management,0,4,4566 Magnolia Ave.,4/2/2004 0:00,2-5 Miles
39247,29247,Sara,Gray,6/24/1961 0:00,S,F,sara6@adventure-works.com,70000,5,Partial College,Professional,1,3,8803 La Mar Ct,8/19/2003 0:00,5-10 Miles
39248,29248,Jonathan,Martin,6/19/1961 0:00,S,M,jonathan68@adventure-works.com,90000,4,High School,Professional,1,2,3332 Walnut Blvd.,8/19/2003 0:00,5-10 Miles
39249,29249,Austin,Long,6/19/1961 0:00,M,M,austin5@adventure-works.com,90000,4,High School,Professional,1,2,6126 Virgil Street,8/21/2003 0:00,5-10 Miles
39250,29250,Anthony,Williams,4/16/1961 0:00,S,M,anthony11@adventure-works.com,100000,3,Partial College,Professional,0,4,4051 Show Rd.,10/27/2003 0:00,1-2 Miles
39251,29251,Mandy,Zhou,3/4/1961 0:00,M,F,mandy10@adventure-works.com,110000,1,Bachelors,Management,1,3,4625 Dos Encinas,10/5/2003 0:00,5-10 Miles
39252,29252,Alex,Parker,9/8/1961 0:00,M,M,alex26@adventure-works.com,130000,1,Bachelors,Management,1,3,7581 Alaska Dr.,1/30/2002 0:00,0-1 Miles
39253,29253,Savannah,Green,5/25/1961 0:00,S,F,savannah37@adventure-works.com,130000,3,Bachelors,Management,0,3,438 Post Road,12/18/2003 0:00,2-5 Miles
39254,29254,Erin,Sanchez,10/15/1955 0:00,M,F,erin27@adventure-works.com,60000,2,High School,Professional,1,2,4077 Roxbury Drive,1/17/2002 0:00,5-10 Miles
39255,29255,Kyle,Washington,4/11/1955 0:00,S,M,kyle8@adventure-works.com,80000,3,Partial College,Professional,0,1,1386 Eastgate,1/1/2002 0:00,1-2 Miles
39256,29256,Noah,Harris,11/7/1955 0:00,M,M,noah55@adventure-works.com,90000,2,High School,Professional,0,1,3614 Golf Club Road,9/20/2003 0:00,10+ Miles
39257,29257,Jeremiah,Russell,10/26/1955 0:00,S,M,jeremiah35@adventure-works.com,90000,2,High School,Professional,1,1,8984 Brook Way,4/21/2004 0:00,10+ Miles
39258,29258,Makayla,James,9/22/1955 0:00,M,F,makayla8@adventure-works.com,90000,2,High School,Professional,1,1,7422 Roseann Drive,1/30/2002 0:00,10+ Miles
39259,29259,Jonathan,Davis,9/10/1954 0:00,S,M,jonathan55@adventure-works.com,70000,2,Partial High School,Skilled Manual,1,2,9217 Juliet Court,4/7/2004 0:00,5-10 Miles
39260,29260,Ricky,Carlson,5/27/1935 0:00,S,M,ricky19@adventure-works.com,70000,4,Graduate Degree,Management,0,2,3177 Dover Way,3/13/2004 0:00,1-2 Miles
39261,29261,Robert,Turner,3/15/1935 0:00,S,M,robert48@adventure-works.com,130000,2,Graduate Degree,Management,0,3,3444 Elkwood Dr.,1/23/2002 0:00,0-1 Miles
39262,29262,Cassie,Raje,2/22/1936 0:00,S,F,cassie12@adventure-works.com,50000,2,Graduate Degree,Management,0,2,1727 The Trees Drive,7/27/2004 0:00,1-2 Miles
39263,29263,Nathan,Li,5/24/1936 0:00,M,M,nathan23@adventure-works.com,70000,4,Graduate Degree,Management,0,2,2025 Sunset Meadows,5/31/2004 0:00,1-2 Miles
39264,29264,Riley,Brooks,1/27/1936 0:00,M,F,riley21@adventure-works.com,90000,4,Bachelors,Management,0,2,4903 Lemonwood Drive,1/11/2002 0:00,1-2 Miles
39265,29265,Marissa,Diaz,11/8/1936 0:00,S,F,marissa17@adventure-works.com,90000,4,Bachelors,Management,0,2,6272 Maywood Ln,1/31/2002 0:00,1-2 Miles
39266,29266,Lucas,Anderson,7/5/1960 0:00,S,M,lucas23@adventure-works.com,80000,5,Partial College,Professional,0,3,4332 Listing Ct,10/7/2003 0:00,1-2 Miles
39267,29267,Jordan,Perez,10/19/1960 0:00,M,F,jordan40@adventure-works.com,80000,5,Partial College,Professional,1,3,8989 Twincreek Ct.,1/25/2004 0:00,5-10 Miles
39268,29268,Marcus,Thomas,5/22/1960 0:00,M,M,marcus11@adventure-works.com,90000,4,High School,Professional,1,3,6291 Winter Lane,8/23/2003 0:00,5-10 Miles
39269,29269,Vanessa,Griffin,5/14/1960 0:00,M,F,vanessa21@adventure-works.com,90000,4,High School,Professional,1,3,337 Forest Way,4/7/2004 0:00,5-10 Miles
39270,29270,Carlos,Allen,1/12/1960 0:00,M,M,carlos45@adventure-works.com,100000,0,Partial College,Professional,1,1,5018 W. Watson Court,2/26/2004 0:00,5-10 Miles
39271,29271,Antonio,Henderson,6/25/1960 0:00,S,M,antonio5@adventure-works.com,100000,0,Partial College,Professional,0,1,8763 Lori Dr.,11/12/2003 0:00,1-2 Miles
39272,29272,Alex,King,1/14/1960 0:00,M,M,alex48@adventure-works.com,100000,0,Partial College,Professional,1,2,5992 Leeds Ct.,2/27/2004 0:00,5-10 Miles
39273,29273,Timothy,Lopez,2/12/1960 0:00,M,M,timothy38@adventure-works.com,100000,0,Partial College,Professional,1,2,2155 Zartop Street,2/27/2004 0:00,5-10 Miles
39274,29274,Miguel,Green,7/22/1960 0:00,S,M,miguel31@adventure-works.com,120000,5,High School,Professional,1,3,1962 Ferndale Lane,1/5/2002 0:00,5-10 Miles
39275,29275,Taylor,Thomas,5/15/1953 0:00,S,F,taylor58@adventure-works.com,70000,3,Graduate Degree,Management,0,2,8476 Kingswood Circle,1/6/2002 0:00,1-2 Miles
39276,29276,Sydney,Flores,8/22/1953 0:00,M,F,sydney34@adventure-works.com,70000,3,Graduate Degree,Management,1,2,7948 Rambling Lane,1/14/2002 0:00,5-10 Miles
39277,29277,Samantha,Mohamed,4/27/1953 0:00,S,F,samantha9@adventure-works.com,70000,3,Graduate Degree,Management,0,2,5331 Buskrik Avenue,9/3/2003 0:00,1-2 Miles
39278,29278,Janet,Scott,8/18/1953 0:00,S,F,janet33@adventure-works.com,70000,3,Graduate Degree,Management,1,2,2616 Northridge Drive,1/12/2002 0:00,5-10 Miles
39279,29279,Hailey,Turner,7/21/1953 0:00,S,F,hailey47@adventure-works.com,70000,3,Graduate Degree,Management,1,2,1218 Trasher Road,2/17/2002 0:00,5-10 Miles
39280,29280,Erin,Cook,2/9/1951 0:00,S,F,erin25@adventure-works.com,40000,3,Partial College,Professional,0,2,5484 The Trees Dr.,2/22/2002 0:00,1-2 Miles
39281,29281,Charles,Anderson,2/26/1950 0:00,S,M,charles13@adventure-works.com,40000,4,Partial College,Professional,0,2,8446 San Gabriel,10/27/2002 0:00,1-2 Miles
39282,29282,Taylor,Jackson,9/13/1949 0:00,M,F,taylor59@adventure-works.com,30000,4,High School,Professional,1,2,4845 Park Lane Circle,7/2/2004 0:00,5-10 Miles
39283,29283,Jeff,Smith,7/10/1949 0:00,M,M,jeff4@adventure-works.com,30000,4,High School,Professional,0,2,6992 Tara St.,12/3/2003 0:00,1-2 Miles
39284,29284,Riley,Hughes,12/4/1949 0:00,S,F,riley9@adventure-works.com,30000,4,High School,Professional,0,2,240 Crown Court,6/13/2004 0:00,1-2 Miles
39285,29285,Thomas,Adams,1/14/1949 0:00,S,M,thomas51@adventure-works.com,40000,4,High School,Professional,0,2,3862 Citrus Avenue,2/10/2002 0:00,1-2 Miles
39286,29286,Rodney,Alvarez,5/20/1964 0:00,S,M,rodney0@adventure-works.com,60000,3,Bachelors,Professional,0,2,5068 N Francisco Way,9/25/2003 0:00,0-1 Miles
39287,29287,Suzanne,Lin,2/25/1964 0:00,M,F,suzanne9@adventure-works.com,60000,4,Bachelors,Professional,1,1,8221 Anchor Ave.,8/4/2003 0:00,5-10 Miles
39288,29288,Glenn,Lin,10/18/1964 0:00,M,M,glenn8@adventure-works.com,60000,4,Bachelors,Professional,0,2,3494 Radar Blvd,7/28/2004 0:00,0-1 Miles
39289,29289,Devon,Raje,8/27/1964 0:00,S,M,devon11@adventure-works.com,70000,0,Bachelors,Professional,1,1,644 North Ranchford,10/5/2003 0:00,5-10 Miles
39290,29290,Troy,Garcia,10/15/1963 0:00,S,M,troy16@adventure-works.com,60000,5,Bachelors,Professional,0,2,9772 Mountain View Drive,8/16/2003 0:00,0-1 Miles
39291,29291,Nancy,Subram,10/23/1963 0:00,M,F,nancy16@adventure-works.com,60000,3,Bachelors,Professional,0,2,2320 Wee Donegal,4/1/2004 0:00,0-1 Miles
39292,29292,Diana,Dominguez,1/7/1967 0:00,S,F,diana12@adventure-works.com,90000,2,Bachelors,Professional,0,0,3931 Scott Street,10/9/2003 0:00,0-1 Miles
39293,29293,Nuan,Wu,6/2/1967 0:00,S,M,nuan1@adventure-works.com,90000,3,Bachelors,Professional,1,0,7717 Amador Valley Blvd.,10/16/2003 0:00,1-2 Miles
39294,29294,Allison,Cooper,6/17/1961 0:00,S,F,allison17@adventure-works.com,60000,1,Partial College,Skilled Manual,0,1,6121 Monetary Way,4/30/2004 0:00,0-1 Miles
39295,29295,Glenn,Li,2/25/1966 0:00,S,M,glenn4@adventure-works.com,110000,0,Graduate Degree,Management,1,2,3574 East Lake Court,10/31/2003 0:00,1-2 Miles
39296,29296,Nichole,Luo,11/20/1966 0:00,S,F,nichole5@adventure-works.com,110000,0,Graduate Degree,Management,0,3,2427 Arnold Dr,5/8/2004 0:00,1-2 Miles
39297,29297,Nina,Pal,10/22/1960 0:00,S,F,nina12@adventure-works.com,60000,1,Partial College,Skilled Manual,0,1,3902 Clay Rd.,4/11/2004 0:00,0-1 Miles
39298,29298,Diana,Moreno,7/1/1960 0:00,S,F,diana5@adventure-works.com,60000,1,Partial College,Skilled Manual,1,1,1889 Carmel Dr,4/26/2004 0:00,5-10 Miles
39299,29299,Bethany,Kumar,10/18/1960 0:00,M,F,bethany11@adventure-works.com,60000,1,Partial College,Skilled Manual,1,1,4716 Mayhew Way,5/9/2004 0:00,5-10 Miles
39300,29300,Joe,Madan,10/27/1965 0:00,S,M,joe10@adventure-works.com,70000,0,Bachelors,Professional,0,1,4665 Military Way E.,11/28/2003 0:00,5-10 Miles
39301,29301,Alvin,Nath,11/7/1965 0:00,M,M,alvin39@adventure-works.com,80000,5,Bachelors,Professional,1,4,6231 Sequoia Woods Pl.,10/27/2003 0:00,1-2 Miles
39302,29302,Carolyn,Fernandez,1/19/1964 0:00,S,F,carolyn15@adventure-works.com,70000,0,Bachelors,Professional,0,1,5639 Lee Lane,11/7/2003 0:00,5-10 Miles
39303,29303,Arturo,Pal,7/22/1964 0:00,S,M,arturo37@adventure-works.com,70000,0,Bachelors,Professional,1,1,9705 Via Del Sol,11/24/2003 0:00,5-10 Miles
39304,29304,Willie,Wang,9/2/1959 0:00,M,M,willie2@adventure-works.com,100000,5,Bachelors,Professional,1,1,5376 Catanzaro Way,10/4/2003 0:00,10+ Miles
39305,29305,Beth,Alvarez,5/13/1959 0:00,S,F,beth7@adventure-works.com,100000,5,Bachelors,Professional,0,1,3407 Pine Dr.,7/1/2004 0:00,10+ Miles
39306,29306,Rafael,Anand,8/16/1963 0:00,S,M,rafael46@adventure-works.com,70000,0,Bachelors,Professional,0,1,3287 Corte Poquito,11/17/2003 0:00,0-1 Miles
39307,29307,Ross,Malhotra,3/5/1963 0:00,S,M,ross4@adventure-works.com,70000,0,Bachelors,Professional,0,1,9862 Ahneita Dr.,8/2/2003 0:00,5-10 Miles
39308,29308,Phillip,Vance,7/13/1963 0:00,S,M,phillip4@adventure-works.com,70000,0,Bachelors,Professional,0,2,7378 Fairfield Avenue,11/8/2003 0:00,0-1 Miles
39309,29309,Rodney,Navarro,4/1/1963 0:00,S,M,rodney6@adventure-works.com,70000,0,Bachelors,Professional,1,2,5515 West Boyd Rd,11/22/2003 0:00,5-10 Miles
39310,29310,Armando,Gutierrez,10/23/1963 0:00,S,M,armando11@adventure-works.com,70000,0,Bachelors,Professional,0,2,8364 Encinal Place,11/18/2003 0:00,5-10 Miles
39311,29311,Marie,Carlson,5/10/1962 0:00,S,F,marie42@adventure-works.com,60000,1,Partial College,Skilled Manual,1,1,3740 Azalea Avenue,5/26/2004 0:00,5-10 Miles
39312,29312,Colleen,She,4/18/1962 0:00,S,F,colleen24@adventure-works.com,70000,5,Partial College,Skilled Manual,1,2,2556 San Remo Ct,11/16/2003 0:00,5-10 Miles
39313,29313,Jésus,Sanz,10/8/1961 0:00,M,M,jésus19@adventure-works.com,60000,1,Partial College,Skilled Manual,1,1,4459 Kingswood Circle,5/10/2004 0:00,5-10 Miles
39314,29314,Meredith,Malhotra,11/6/1961 0:00,M,F,meredith3@adventure-works.com,60000,1,Partial College,Skilled Manual,1,1,7539 Shepberry Court,5/23/2004 0:00,5-10 Miles
39315,29315,Jill,Gomez,10/11/1958 0:00,M,F,jill8@adventure-works.com,90000,2,Bachelors,Professional,1,1,6594 Glen Wood Drive,11/11/2003 0:00,5-10 Miles
39316,29316,Max,Romero,11/22/1958 0:00,S,M,max9@adventure-works.com,90000,2,Bachelors,Professional,0,1,"19, rue Surcouf",11/14/2003 0:00,2-5 Miles
39317,29317,James,Hill,7/3/1958 0:00,S,M,james64@adventure-works.com,90000,2,Bachelors,Professional,0,1,19 Winding Lane,11/26/2003 0:00,2-5 Miles
39318,29318,Edgar,Perez,11/18/1958 0:00,M,M,edgar22@adventure-works.com,100000,4,Bachelors,Management,1,2,6586 El Rancho Drive,11/10/2003 0:00,1-2 Miles
39319,29319,Alvin,Pal,7/14/1957 0:00,S,M,alvin34@adventure-works.com,70000,1,Partial College,Skilled Manual,0,1,5323 Stanford St,11/3/2003 0:00,0-1 Miles
39320,29320,Wesley,Huang,2/14/1960 0:00,M,M,wesley6@adventure-works.com,70000,5,Partial College,Skilled Manual,0,3,1760 Lisa Lee Lane,3/1/2004 0:00,5-10 Miles
39321,29321,Roger,Zheng,9/2/1960 0:00,S,M,roger23@adventure-works.com,70000,5,Partial College,Skilled Manual,1,3,8315 Rolando Avenue,11/26/2003 0:00,5-10 Miles
39322,29322,Gavin,Alexander,5/24/1976 0:00,S,M,gavin17@adventure-works.com,30000,0,High School,Skilled Manual,1,2,396 Deer Ridge Way,6/21/2004 0:00,5-10 Miles
39323,29323,Andrea,Cooper,3/15/1976 0:00,S,F,andrea17@adventure-works.com,40000,0,High School,Skilled Manual,1,2,134 Peachwillow Street,2/14/2004 0:00,5-10 Miles
39324,29324,Kayla,Williams,4/25/1976 0:00,M,F,kayla2@adventure-works.com,40000,0,High School,Skilled Manual,1,2,3748 Bellwood Dr.,10/5/2003 0:00,5-10 Miles
